sID,schoolname,level,eType,address,city,region,lati,longi
B000006070,마룡초등학교,초등학교,공립,전북특별자치도 군산시 서수면 청룡로 123,전북특별자치도교육청,전북특별자치도군산교육지원청,36.00280926,126.8777684
B000012482,상원고등학교,고등학교,공립,경기도 부천시 원미구 상동로 10,경기도교육청,경기도부천교육지원청,37.49826561,126.7523333
B000007403,춘양초등학교,초등학교,공립,경상북도 봉화군 춘양면 의양로 24-1,경상북도교육청,경상북도봉화교육지원청,36.93967405,128.9155512
B000024302,대평초등학교,초등학교,공립,세종특별자치시  대평1길 19,세종특별자치시교육청,세종특별자치시교육청,36.46980433,127.2787084
B000003809,부천수주초등학교,초등학교,공립,경기도 부천시 오정구 고강로 99,경기도교육청,경기도부천교육지원청,37.53109297,126.8151013
B000003242,태봉초등학교,초등학교,공립,광주광역시 북구 청계로 33,광주광역시교육청,광주광역시동부교육지원청,35.17613013,126.8917512
B000003211,용주초등학교,초등학교,공립,광주광역시 북구 용주로 15,광주광역시교육청,광주광역시동부교육지원청,35.18152772,126.8994435
B000013411,함양고등학교,고등학교,공립,경상남도 함양군 함양읍 함양로 1063,경상남도교육청,경상남도함양교육지원청,35.51430938,127.7212917
B000004280,하일초등학교,초등학교,공립,경기도 광명시 철망산로 68,경기도교육청,경기도광명교육지원청,37.46879914,126.8766713
B000008516,초읍중학교,중학교,공립,부산광역시 부산진구 성지로94번길 71,부산광역시교육청,부산광역시남부교육지원청,35.18054366,129.0562831
B000003440,대전둔산초등학교,초등학교,공립,대전광역시 서구 둔산로74번길 20,대전광역시교육청,대전광역시서부교육지원청,36.3498863,127.3813371
B000002715,민안초등학교,초등학교,공립,부산광역시 수영구 감포로38번길 33,부산광역시교육청,부산광역시해운대교육지원청,35.16280347,129.1213606
B000003363,대전대룡초등학교,초등학교,공립,대전광역시 동구 백룡로 123,대전광역시교육청,대전광역시동부교육지원청,36.32980907,127.4556424
B000010312,태인중학교,중학교,사립,전북특별자치도 정읍시 태인면 석지로 1469,전북특별자치도교육청,전북특별자치도정읍교육지원청,35.65307274,126.9374384
B000010296,정일중학교,중학교,공립,전북특별자치도 정읍시 충정로 511,전북특별자치도교육청,전북특별자치도정읍교육지원청,35.58158768,126.8298471
B000024941,명지중학교,중학교,공립,부산광역시 강서구 명지국제6로318번길 54,부산광역시교육청,부산광역시북부교육지원청,35.10171958,128.9255514
B000009385,연성중학교,중학교,공립,경기도 시흥시 하상로 14-7,경기도교육청,경기도시흥교육지원청,37.39248682,126.8138882
B000002884,대구월촌초등학교,초등학교,공립,대구광역시 달서구 상인서로 60,대구광역시교육청,대구광역시남부교육지원청,35.81617972,128.5436559
B000003819,까치울초등학교,초등학교,공립,경기도 부천시 오정구 역곡로324번길 14,경기도교육청,경기도부천교육지원청,37.51393106,126.8139683
B000024194,양서초등학교,초등학교,공립,경상북도 포항시 북구 천마로 89,경상북도교육청,경상북도포항교육지원청,36.085499,129.3946348
B000007607,도산초등학교,초등학교,공립,경상남도 통영시 도산면 도산일주로 25,경상남도교육청,경상남도통영교육지원청,34.90216809,128.3619842
B000027171,공항고등학교,고등학교,공립,서울특별시 강서구 방화대로34길 43,서울특별시교육청,서울특별시강서양천교육지원청,37.57039137,126.8183715
B000005621,대창초등학교,초등학교,공립,충청남도 보령시 웅천읍 방축길 90-43,충청남도교육청,충청남도보령교육지원청,36.23155613,126.605929
B000006454,화양초등학교,초등학교,공립,전라남도 여수시 화양면 화동로 149,전라남도교육청,전라남도여수교육지원청,34.68631055,127.5943437
B000007451,가고파초등학교,초등학교,공립,경상남도 창원시 마산회원구 삼호로 110,경상남도교육청,경상남도창원교육지원청,35.22558457,128.580473
B000013396,남해제일고등학교,고등학교,공립,경상남도 남해군 남해읍 남해대로 2800-11,경상남도교육청,경상남도남해교육지원청,34.83958389,127.9008927
B000023765,범박중학교,중학교,공립,경기도 부천시 소사구 양지남로 69-16,경기도교육청,경기도부천교육지원청,37.46910251,126.814668
B000002458,남항초등학교,초등학교,공립,부산광역시 영도구 남항새싹길 55,부산광역시교육청,부산광역시서부교육지원청,35.08330326,129.0435587
B000005079,춘당초등학교,초등학교,공립,강원특별자치도 횡성군 청일면 청정로 1461,강원특별자치도교육청,강원특별자치도횡성교육지원청,37.63030887,128.145606
B000005502,영춘초등학교별방분교장,초등학교,공립,충청북도 단양군 영춘면 별방창원로 449,충청북도교육청,충청북도단양교육지원청,37.09655812,128.4158304
B000002388,성동초등학교,초등학교,사립,서울특별시 광진구 자양로4길 63,서울특별시교육청,서울특별시성동광진교육지원청,37.53317929,127.0895339
B000002339,서울당곡초등학교,초등학교,공립,서울특별시 관악구 보라매로2길 23,서울특별시교육청,서울특별시동작관악교육지원청,37.49000006,126.9299853
B000002886,대구상원초등학교,초등학교,공립,대구광역시 달서구 월곡로20길 15,대구광역시교육청,대구광역시남부교육지원청,35.80673567,128.5508854
B000010186,대흥중학교,중학교,사립,충청남도 예산군 대흥면 예당로 845,충청남도교육청,충청남도예산교육지원청,36.60514518,126.7918514
B000009377,덕장중학교,중학교,공립,경기도 의왕시 덕장로 55,경기도교육청,경기도군포의왕교육지원청,37.39289879,126.9985075
B000012785,묵호고등학교,고등학교,공립,강원특별자치도 동해시 승지로 37,강원특별자치도교육청,강원특별자치도동해교육지원청,37.53776167,129.0959867
B000010071,미산중학교,중학교,공립,충청남도 보령시 미산면 판미로 1462-7,충청남도교육청,충청남도보령교육지원청,36.28888957,126.6761759
B000004914,명주초등학교,초등학교,공립,강원특별자치도 강릉시 강변로 86-1,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.7425256,128.8783619
B000008894,무등중학교,중학교,공립,광주광역시 동구 지원로5번길 12,광주광역시교육청,광주광역시동부교육지원청,35.12486388,126.933548
B000007987,제주남초등학교,초등학교,공립,제주특별자치도 제주시 남성로 149,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.50964402,126.5210634
B000005640,성주초등학교,초등학교,공립,충청남도 보령시 성주면 성주초교길 8,충청남도교육청,충청남도보령교육지원청,36.34211886,126.6530614
B000009507,대곶중학교,중학교,공립,경기도 김포시 대곶면 율생중앙로 8,경기도교육청,경기도김포교육지원청,37.64917774,126.5836615
B000011222,안의중학교,중학교,사립,경상남도 함양군 안의면 거함대로 1654,경상남도교육청,경상남도함양교육지원청,35.63001393,127.8184987
B000013348,김해여자고등학교,고등학교,공립,경상남도 김해시 향교길 9,경상남도교육청,경상남도김해교육지원청,35.24029285,128.8806203
B000008232,대신중학교,중학교,사립,서울특별시 종로구 사직로 9,서울특별시교육청,서울특별시중부교육지원청,37.57310947,126.9617529
B000024670,아인초등학교,초등학교,공립,경기도 화성시 동탄대로시범길 219,경기도교육청,경기도화성오산교육지원청,37.20083859,127.1055189
B000008939,광덕중학교,중학교,사립,광주광역시 서구 화정로 202,광주광역시교육청,광주광역시서부교육지원청,35.14506539,126.8793976
B000012569,소래고등학교,고등학교,공립,경기도 시흥시 수인로3287번길 26,경기도교육청,경기도시흥교육지원청,37.4374195,126.7948856
B000006775,신광초등학교,초등학교,공립,전라남도 함평군 신광면 신광중앙길 118,전라남도교육청,전라남도함평교육지원청,35.15757022,126.4992021
B000025961,신현초등학교,초등학교,공립,경기도 광주시 오포읍 신현로12번길,경기도교육청,경기도광주하남교육지원청,37.35674628,127.1476487
B000013584,마산고등학교,고등학교,공립,경상남도 창원시 마산합포구 심온길 33,경상남도교육청,경상남도창원교육지원청,35.20017257,128.561759
B000025222,인천현송초등학교,초등학교,공립,인천광역시 연수구 아카데미로312번길 96,인천광역시교육청,인천광역시동부교육지원청,37.39385504,126.6204029
B000003878,청계초등학교,초등학교,공립,경기도 과천시 꿈보람길 34,경기도교육청,경기도안양과천교육지원청,37.4312014,126.9962263
B000010100,음암중학교,중학교,공립,충청남도 서산시 음암면 칠거리로 147,충청남도교육청,충청남도서산교육지원청,36.78966833,126.5179787
B000004381,이천사동초등학교,초등학교,공립,경기도 이천시 대월면 경충대로2003번길 124-87,경기도교육청,경기도이천교육지원청,37.24201013,127.4871986
B000003936,서농초등학교,초등학교,공립,경기도 용인시 기흥구 서천동로21번길 5,경기도교육청,경기도용인교육지원청,37.23903205,127.0768512
B000007575,평거초등학교,초등학교,공립,경상남도 진주시 진양호로51번길 16,경상남도교육청,경상남도진주교육지원청,35.16902176,128.0450704
B000009539,여주중학교,중학교,공립,경기도 여주시 세종대왕면 농도원1길 78,경기도교육청,경기도여주교육지원청,37.29710948,127.6204536
B000009255,소사중학교,중학교,공립,경기도 부천시 소사구 소사로102번길 80,경기도교육청,경기도부천교육지원청,37.46992486,126.8021749
B000004817,군남초등학교,초등학교,공립,경기도 연천군 군남면 진상17길 46,경기도교육청,경기도연천교육지원청,38.06738117,127.0153686
B000003730,성남중앙초등학교,초등학교,공립,경기도 성남시 중원구 원터로94번길 7,경기도교육청,경기도성남교육지원청,37.43592161,127.1432506
B000012038,수도여자고등학교,고등학교,공립,서울특별시 동작구 여의대방로10길 73,서울특별시교육청,서울특별시동작관악교육지원청,37.49306832,126.9155129
B000011400,대구일마이스터고등학교,고등학교,공립,대구광역시 동구 효동로 48,대구광역시교육청,대구광역시동부교육지원청,35.88274457,128.6462836
B000008039,보목초등학교,초등학교,공립,제주특별자치도 서귀포시 마소물로8번길 9,제주특별자치도교육청,제주특별자치도서귀포시교육지원청,33.24482379,126.6000188
B000004776,도평초등학교,초등학교,공립,경기도 포천시 이동면 도리돌길 21,경기도교육청,경기도포천교육지원청,38.05601997,127.3810832
B000010571,장흥유치중학교,중학교,공립,전라남도 장흥군 유치면 유치로 48,전라남도교육청,전라남도장흥교육지원청,34.80263691,126.8359586
B000012638,장호원고등학교,고등학교,공립,경기도 이천시 장호원읍 샘재로 27-37,경기도교육청,경기도이천교육지원청,37.12715718,127.6177895
B000008655,고산중학교,중학교,공립,대구광역시 수성구 천을로 71,대구광역시교육청,대구광역시동부교육지원청,35.84539743,128.6984892
B000004438,천남초등학교,초등학교,공립,경기도 여주시 대신면 참샘2길 1,경기도교육청,경기도여주교육지원청,37.34571385,127.6313952
B000010351,전주예술중학교,중학교,사립,전북특별자치도 완주군 구이면 신전길 120,전북특별자치도교육청,전북특별자치도완주교육지원청,35.72066845,127.1083821
B000012747,포천일고등학교,고등학교,공립,경기도 포천시 군내면 청군로 3426,경기도교육청,경기도포천교육지원청,37.89520809,127.206399
B000010219,전주서중학교,중학교,공립,전북특별자치도 전주시 완산구 당산로 2,전북특별자치도교육청,전북특별자치도전주교육지원청,35.83161915,127.1098642
B000003474,대덕초등학교,초등학교,공립,대전광역시 유성구 대덕대로556번길 102,대전광역시교육청,대전광역시서부교육지원청,36.38513265,127.3808818
B000013399,남해해성고등학교,고등학교,사립,경상남도 남해군 남면 남면로1835번길 8-4,경상남도교육청,경상남도남해교육지원청,34.77374354,127.8607295
B000005109,주진초등학교,초등학교,공립,강원특별자치도 평창군 평창읍 서동로 2051-11,강원특별자치도교육청,강원특별자치도평창교육지원청,37.39354985,128.4052775
B000002092,서울창신초등학교,초등학교,공립,서울특별시 종로구 지봉로 73,서울특별시교육청,서울특별시중부교육지원청,37.57598005,127.0142837
B000013173,영일고등학교,고등학교,사립,경상북도 포항시 남구 연일읍 동문로 56,경상북도교육청,경상북도포항교육지원청,35.99591547,129.3527652
B000009234,중원중학교,중학교,공립,경기도 부천시 원미구 도약로 119,경기도교육청,경기도부천교육지원청,37.51189569,126.7628471
B000007804,동포초등학교,초등학교,공립,경상남도 창녕군 남지읍 동포5길 17,경상남도교육청,경상남도창녕교육지원청,35.3904779,128.4788841
B000009842,상동중학교,중학교,공립,강원특별자치도 영월군 상동읍 태백산로 3147,강원특별자치도교육청,강원특별자치도영월교육지원청,37.12502067,128.8219498
B000011441,한국주얼리고등학교,고등학교,사립,인천광역시 서구 서곶로 693-1,인천광역시교육청,인천광역시서부교육지원청,37.58147542,126.6731326
B000007245,다문초등학교,초등학교,공립,경상북도 경산시 진량읍 다문로70길 85,경상북도교육청,경상북도경산교육지원청,35.87105622,128.851219
B000008394,봉림중학교,중학교,공립,서울특별시 관악구 장군봉길 72,서울특별시교육청,서울특별시동작관악교육지원청,37.48019587,126.9384751
B000008067,흥산초등학교,초등학교,공립,제주특별자치도 서귀포시 남원읍 일주동로 6642,제주특별자치도교육청,제주특별자치도서귀포시교육지원청,33.30016235,126.7653058
B000005618,청룡초등학교,초등학교,공립,충청남도 보령시 대해로 646,충청남도교육청,충청남도보령교육지원청,36.31963136,126.5387945
B000010056,우성중학교,중학교,공립,충청남도 공주시 우성면 구레말길 86,충청남도교육청,충청남도공주교육지원청,36.46360345,127.0535298
B000011910,경남체육고등학교,고등학교,공립,경상남도 진주시 진성면 진의로 178-27,경상남도교육청,경상남도진주교육지원청,35.20283325,128.2235582
B000002887,대구송현초등학교,초등학교,공립,대구광역시 달서구 송현로 128,대구광역시교육청,대구광역시남부교육지원청,35.82855589,128.5448569
B000004355,하성초등학교,초등학교,공립,경기도 김포시 하성면 애기봉로 857,경기도교육청,경기도김포교육지원청,37.72010717,126.6328442
B000009984,이월중학교,중학교,공립,충청북도 진천군 이월면 진광로 753,충청북도교육청,충청북도진천교육지원청,36.9273155,127.4283693
B000013433,제주중앙고등학교,고등학교,사립,제주특별자치도 제주시 아봉로 323,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.4744058,126.5725779
B000009733,유봉여자중학교,중학교,사립,강원특별자치도 춘천시 봉의산길22번길 28,강원특별자치도교육청,강원특별자치도춘천교육지원청,37.88449012,127.7350516
B000023864,신호중학교,중학교,공립,부산광역시 강서구 신호산단2로 76,부산광역시교육청,부산광역시북부교육지원청,35.0820837,128.8769309
B000003380,대전목양초등학교,초등학교,공립,대전광역시 중구 목동로 69,대전광역시교육청,대전광역시동부교육지원청,36.33660229,127.4047107
B000008192,도봉중학교,중학교,공립,서울특별시 도봉구 마들로 671,서울특별시교육청,서울특별시북부교육지원청,37.6704519,127.045668
B000026128,두루고등학교,고등학교,공립,세종특별자치시  마음안1로 53,세종특별자치시교육청,세종특별자치시교육청,36.51614278,127.2274078
B000011025,내서중학교,중학교,공립,경상남도 창원시 마산회원구 내서읍 광려천서로 35,경상남도교육청,경상남도창원교육지원청,35.24546277,128.507816
B000008905,양산중학교,중학교,공립,광주광역시 북구 하서로229번길 30,광주광역시교육청,광주광역시동부교육지원청,35.19641806,126.874716
B000011610,금산산업고등학교,고등학교,공립,충청남도 금산군 금산읍 진악로 1003,충청남도교육청,충청남도금산교육지원청,36.10416827,127.4789663
B000010093,서산부춘중학교,중학교,공립,충청남도 서산시 부춘2로 42,충청남도교육청,충청남도서산교육지원청,36.78604771,126.4436949
B000005628,주산초등학교,초등학교,공립,충청남도 보령시 주산면 충서로 416,충청남도교육청,충청남도보령교육지원청,36.19959464,126.6344778
B000001955,서울고원초등학교,초등학교,공립,서울특별시 구로구 경인로46길 13,서울특별시교육청,서울특별시남부교육지원청,37.49747061,126.865676
B000007803,남지초등학교,초등학교,공립,경상남도 창녕군 남지읍 낙동로 429,경상남도교육청,경상남도창녕교육지원청,35.38899193,128.4715041
B000013496,금정고등학교,고등학교,공립,부산광역시 동래구 명장로63번길 60-14,부산광역시교육청,부산광역시동래교육지원청,35.20723875,129.1075827
B000002526,연학초등학교,초등학교,공립,부산광역시 부산진구 초읍천로 43번길,부산광역시교육청,부산광역시남부교육지원청,35.17688064,129.0465847
B000002252,서울우면초등학교,초등학교,공립,서울특별시 서초구 태봉로 59,서울특별시교육청,서울특별시강남서초교육지원청,37.46434739,127.0237894
B000002329,서울조원초등학교,초등학교,공립,서울특별시 관악구 조원로 67,서울특별시교육청,서울특별시동작관악교육지원청,37.48417783,126.909581
B000003740,안말초등학교,초등학교,공립,경기도 성남시 분당구 양현로 104,경기도교육청,경기도성남교육지원청,37.39292913,127.1256923
B000012643,안성고등학교,고등학교,공립,경기도 안성시 금산길 57,경기도교육청,경기도안성교육지원청,37.01403178,127.2713539
B000007706,대중초등학교,초등학교,공립,경상남도 김해시 대동면 대동로 287,경상남도교육청,경상남도김해교육지원청,35.23645315,128.949295
B000001892,서울대조초등학교,초등학교,공립,서울특별시 은평구 연서로18길 17,서울특별시교육청,서울특별시서부교육지원청,37.61287676,126.9195884
B000005850,홍남초등학교,초등학교,공립,충청남도 홍성군 홍성읍 홍장북로 434,충청남도교육청,충청남도홍성교육지원청,36.59280786,126.6696043
B000012969,서야고등학교,고등학교,사립,충청남도 당진시 합덕읍 덕평로 335,충청남도교육청,충청남도당진교육지원청,36.79189258,126.7871754
B000009070,가온중학교,중학교,공립,울산광역시 중구 구교10길 60,울산광역시교육청,울산광역시강북교육지원청,35.5640047,129.3384887
B000012109,부산동고등학교,고등학교,사립,부산광역시 부산진구 동성로30번길 36,부산광역시교육청,부산광역시남부교육지원청,35.15299515,129.0704973
B000010153,서림여자중학교,중학교,사립,충청남도 서천군 서천읍 화금서길 45,충청남도교육청,충청남도서천교육지원청,36.08355388,126.7000397
B000005872,은하초등학교,초등학교,공립,충청남도 홍성군 은하면 은하로 220,충청남도교육청,충청남도홍성교육지원청,36.52947336,126.5893135
B000006123,성당초등학교,초등학교,공립,전북특별자치도 익산시 성당면 성당로 354-16,전북특별자치도교육청,전북특별자치도익산교육지원청,36.10011672,126.9271645
B000005365,현도초등학교,초등학교,공립,충청북도 청주시 서원구 현도면 청남로 248,충청북도교육청,충청북도청주교육지원청,36.47611453,127.4268138
B000012920,설화고등학교,고등학교,공립,충청남도 아산시 배방읍 용연로 111,충청남도교육청,충청남도아산교육지원청,36.78791441,127.0916905
B000012628,마송고등학교,고등학교,공립,경기도 김포시 통진읍 마송1로 155,경기도교육청,경기도김포교육지원청,37.68694305,126.5938509
B000025751,인천경연초등학교,초등학교,공립,인천광역시 서구 차오름로 64,인천광역시교육청,인천광역시서부교육지원청,37.5384535,126.6262122
B000010376,계북중학교,중학교,공립,전북특별자치도 장수군 계북면 장무로 1005-12,전북특별자치도교육청,전북특별자치도장수교육지원청,35.78892536,127.614435
B000002369,서울광장초등학교,초등학교,공립,서울특별시 광진구 광장로1길 27,서울특별시교육청,서울특별시성동광진교육지원청,37.54832225,127.1013357
B000011891,전북체육고등학교,고등학교,공립,전북특별자치도 완주군 소양면 원암로 46,전북특별자치도교육청,전북특별자치도완주교육지원청,35.86545936,127.2499279
B000009521,대월중학교,중학교,공립,경기도 이천시 대월면 대평로150번길 20,경기도교육청,경기도이천교육지원청,37.22416842,127.4914997
B000010373,계남중학교,중학교,공립,전북특별자치도 장수군 계남면 계남중길 52,전북특별자치도교육청,전북특별자치도장수교육지원청,35.70413469,127.5722678
B000004335,사우초등학교,초등학교,공립,경기도 김포시 사우로 20,경기도교육청,경기도김포교육지원청,37.62009589,126.7237774
B000005451,문상초등학교,초등학교,공립,충청북도 진천군 문백면 농다리로 1232,충청북도교육청,충청북도진천교육지원청,36.83755547,127.4720593
B000006474,안일초등학교백야분교장,초등학교,공립,전라남도 여수시 화정면 백야3길 8-21,전라남도교육청,전라남도여수교육지원청,34.62208211,127.6391925
B000010370,장수중학교,중학교,공립,전북특별자치도 장수군 장수읍 호비로 68,전북특별자치도교육청,전북특별자치도장수교육지원청,35.652072,127.5213939
B000013519,호산고등학교,고등학교,공립,대구광역시 달서구 달서대로109길 86,대구광역시교육청,대구광역시남부교육지원청,35.84891621,128.4821253
B000007262,대구효령초등학교,초등학교,공립,대구광역시 군위군 효령면 치산효령로 2386,대구광역시교육청,대구광역시군위교육지원청,36.15649978,128.5866944
B000012860,일신여자고등학교,고등학교,사립,충청북도 청주시 상당구 영운로 126,충청북도교육청,충청북도청주교육지원청,36.62754494,127.4965315
B000025946,향동초등학교,초등학교,공립,경기도 고양시 덕양구 향동1로 37,경기도교육청,경기도고양교육지원청,37.60387337,126.8956211
B000003316,첨단초등학교,초등학교,공립,광주광역시 광산구 임방울대로 727-20,광주광역시교육청,광주광역시서부교육지원청,35.21999856,126.8379855
B000007469,무학초등학교,초등학교,공립,경상남도 창원시 마산합포구 자산동8길 6,경상남도교육청,경상남도창원교육지원청,35.20360532,128.5675079
B000004354,월곶초등학교,초등학교,공립,경기도 김포시 월곶면 군하로 276번길 28,경기도교육청,경기도김포교육지원청,37.71716469,126.5515984
B000004437,이포초등학교,초등학교,공립,경기도 여주시 금사면 이여로 1237,경기도교육청,경기도여주교육지원청,37.38865391,127.530078
B000008070,위미초등학교,초등학교,공립,제주특별자치도 서귀포시 남원읍 태위로 57,제주특별자치도교육청,제주특별자치도서귀포시교육지원청,33.27409504,126.653056
B000012092,동북고등학교,고등학교,사립,서울특별시 강동구 강동대로 305,서울특별시교육청,서울특별시강동송파교육지원청,37.51969775,127.1406306
B000003133,인천해원초등학교,초등학교,공립,인천광역시 서구 청라사파이어로140번길 5,인천광역시교육청,인천광역시서부교육지원청,37.52761134,126.6259975
B000012650,여주고등학교,고등학교,사립,경기도 여주시 세종로 254-58,경기도교육청,경기도여주교육지원청,37.27168303,127.6329052
B000007240,경산중앙초등학교,초등학교,공립,경상북도 경산시 중앙초등길 9,경상북도교육청,경상북도경산교육지원청,35.82331407,128.731638
B000010031,천안성성중학교,중학교,공립,충남 천안시 서북구 부성1길 83,충청남도교육청,충청남도천안교육지원청,36.83736257,127.1352773
B000010851,경산중학교,중학교,공립,경상북도 경산시 원효로 89,경상북도교육청,경상북도경산교육지원청,35.82466743,128.747527
B000012681,화정고등학교,고등학교,공립,경기도 고양시 덕양구 화정로 17,경기도교육청,경기도고양교육지원청,37.63564919,126.8273839
B000009502,고촌중학교,중학교,공립,경기도 김포시 고촌읍 신곡로 106,경기도교육청,경기도김포교육지원청,37.60853876,126.7681903
B000010178,예산중학교,중학교,공립,충청남도 예산군 예산읍 예중길 40,충청남도교육청,충청남도예산교육지원청,36.67882784,126.8326771
B000008537,동래중학교,중학교,공립,부산광역시 동래구 충렬대로181번길 109,부산광역시교육청,부산광역시동래교육지원청,35.20915476,129.0798407
B000011094,김해중앙여자중학교,중학교,사립,경상남도 김해시 분성로376번길 21-22,경상남도교육청,경상남도김해교육지원청,35.23306699,128.8882199
B000007984,노형초등학교,초등학교,공립,제주특별자치도 제주시 노형로 383,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.48479361,126.4764182
B000012366,한밭고등학교,고등학교,공립,대전광역시 서구 신갈마로141번길 58,대전광역시교육청,대전광역시서부교육지원청,36.34655103,127.3650315
B000011329,은평메디텍고등학교,고등학교,사립,서울특별시 은평구 진관2로 57-57,서울특별시교육청,서울특별시서부교육지원청,37.6351761,126.929197
B000005746,감성초등학교,초등학교,공립,세종특별자치시  금남면 감성길 6,세종특별자치시교육청,세종특별자치시교육청,36.44347262,127.2889752
B000003187,양사초등학교,초등학교,공립,인천광역시 강화군 양사면 덕하로 145,인천광역시교육청,인천광역시강화교육지원청,37.80431012,126.4207366
B000024140,구미문성초등학교,초등학교,공립,경상북도 구미시 고아읍 들성로9길 13,경상북도교육청,경상북도구미교육지원청,36.1616968,128.3455041
B000013224,영천고등학교,고등학교,공립,경상북도 영천시 영천고2길 12,경상북도교육청,경상북도영천교육지원청,35.97307915,128.9443945
B000012055,서초고등학교,고등학교,공립,서울특별시 서초구 반포대로27길 29,서울특별시교육청,서울특별시강남서초교육지원청,37.48931678,127.0060374
B000013492,부산남고등학교,고등학교,공립,부산광역시 영도구 중리북로 5,부산광역시교육청,부산광역시서부교육지원청,35.06988825,129.0654546
B000007823,삼성초등학교,초등학교,공립,경상남도 양산시 북정13길 28,경상남도교육청,경상남도양산교육지원청,35.36428117,129.0470093
B000011381,대양고등학교,고등학교,사립,부산광역시 남구 지게골로 128-27,부산광역시교육청,부산광역시남부교육지원청,35.1328676,129.073831
B000005740,참샘초등학교,초등학교,공립,세종특별자치시  노을1로 29,세종특별자치시교육청,세종특별자치시교육청,36.47888997,127.2586566
B000002527,초읍초등학교,초등학교,공립,부산광역시 부산진구 성지로104번길 26,부산광역시교육청,부산광역시남부교육지원청,35.18035774,129.0539727
B000011890,전북과학고등학교,고등학교,공립,전북특별자치도 익산시 금마면 용순신기길 48-69,전북특별자치도교육청,전북특별자치도익산교육지원청,36.01338885,127.0357218
B000023746,평택이화초등학교,초등학교,공립,경기도 평택시 평남로 906,경기도교육청,경기도평택교육지원청,37.00356166,127.1078357
B000007714,삼랑진초등학교,초등학교,공립,경상남도 밀양시 삼랑진읍 만어로 11,경상남도교육청,경상남도밀양교육지원청,35.40106927,128.8412742
B000023202,대전도안고등학교,고등학교,공립,대전광역시 유성구 원신흥남로 51,대전광역시교육청,대전광역시서부교육지원청,36.33675981,127.3374625
B000012090,강일고등학교,고등학교,공립,서울특별시 강동구 아리수로98길 40,서울특별시교육청,서울특별시강동송파교육지원청,37.56379424,127.1777631
B000003542,신천초등학교,초등학교,공립,울산광역시 북구 호계로 349-7,울산광역시교육청,울산광역시강북교육지원청,35.63348813,129.3469873
B000009333,청덕중학교,중학교,공립,경기도 용인시 기흥구 구성1로 23,경기도교육청,경기도용인교육지원청,37.29294756,127.1453424
B000010258,군산영광중학교,중학교,사립,전북특별자치도 군산시 구영신창길 60-6,전북특별자치도교육청,전북특별자치도군산교육지원청,35.98278941,126.7148686
B000024305,소담초등학교,초등학교,공립,세종특별자치시  소담1로 35,세종특별자치시교육청,세종특별자치시교육청,36.4833221,127.3020014
B000003803,신도초등학교,초등학교,공립,경기도 부천시 원미구 부흥로 137,경기도교육청,경기도부천교육지원청,37.49764108,126.7586149
B000012624,장기고등학교,고등학교,공립,경기도 김포시 김포한강2로 131,경기도교육청,경기도김포교육지원청,37.64001983,126.6685183
B000008024,하도초등학교,초등학교,공립,제주특별자치도 제주시 구좌읍 일주동로 3378,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.51699718,126.8789666
B000002874,대구대남초등학교,초등학교,공립,대구광역시 달서구 월배로68길 91,대구광역시교육청,대구광역시남부교육지원청,35.82410265,128.5518567
B000002778,대구신매초등학교,초등학교,공립,대구광역시 수성구 달구벌대로650길 26,대구광역시교육청,대구광역시동부교육지원청,35.83639948,128.7091136
B000007656,화정초등학교,초등학교,공립,경상남도 김해시 삼계중앙로5번길 24,경상남도교육청,경상남도김해교육지원청,35.26275045,128.8659286
B000009858,임계중학교,중학교,공립,강원특별자치도 정선군 임계면 백두대간로 1313,강원특별자치도교육청,강원특별자치도정선교육지원청,37.49210334,128.8451995
B000002218,서울신정초등학교,초등학교,공립,서울특별시 강서구 곰달래로31가길 27,서울특별시교육청,서울특별시강서양천교육지원청,37.53274382,126.852547
B000023745,가내초등학교,초등학교,공립,경기도 평택시 비전2로 265,경기도교육청,경기도평택교육지원청,37.00672257,127.1140492
B000007654,김해신명초등학교,초등학교,공립,경상남도 김해시 가야로 31,경상남도교육청,경상남도김해교육지원청,35.27034101,128.8633408
B000027610,다산새봄중학교,중학교,공립,경기도 남양주시 다산순환로 435,경기도교육청,경기도구리남양주교육지원청,37.61880373,127.1589966
B000003798,부광초등학교,초등학교,공립,경기도 부천시 원미구 석천로209번길 40,경기도교육청,경기도부천교육지원청,37.50690241,126.7620001
B000010325,대강중학교,중학교,공립,전북특별자치도 남원시 대강면 금탄로 512-16,전북특별자치도교육청,전북특별자치도남원교육지원청,35.34180149,127.2148851
B000002814,대구인지초등학교,초등학교,공립,대구광역시 서구 서대구로66길 20,대구광역시교육청,대구광역시서부교육지원청,35.8864869,128.5670956
B000009835,연당중학교,중학교,공립,강원특별자치도 영월군 남면 연당로 101-8,강원특별자치도교육청,강원특별자치도영월교육지원청,37.18858907,128.4075847
B000006174,백암초등학교,초등학교,공립,전북특별자치도 정읍시 칠보면 암축길 17,전북특별자치도교육청,전북특별자치도정읍교육지원청,35.61175953,126.9508986
